"Story","Title","Result","Date","Stability","Duration (s)"
"Buyer checking their cart after adding an item into cart story","Buyer checking their cart after adding an item into cart","FAILURE","2021-03-16T23:54:28.315603+07:00[Asia/Ho_Chi_Minh]","0.0","51.29"
